compound_names,smiles,isactive,,
4-(methylthio)-N-(6-(methylthio)benzo[d]thiazol-2-yl)benzamide,CSc1ccc(C(=O)Nc2nc3ccc(SC)cc3s2)cc1,0.159082911,4815,69.80%
2-(7-methyl-2-oxo-2H-chromen-4-yl)-N-(4-methylthiazol-2-yl)acetamide,Cc1ccc2c(CC(=O)Nc3nc(C)cs3)cc(=O)oc2c1,0.159000611,4816,69.82%
"2-amino-N-(3-ethoxypropyl)-1-(3-methoxypropyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",CCOCCCNC(=O)c1c(N)n(CCCOC)c2nc3ccccc3nc12,0.158808277,4817,69.83%
"N-(3,5-dimethylphenyl)-2-[1-(3,5-dimethylphenyl)imidazol-2-yl]sulfanylacetamide",Cc1cc(C)cc(NC(=O)CSc2nccn2-c2cc(C)cc(C)c2)c1,0.158756094,4818,69.85%
6-(Dimethylamino)-2-methylquinolin-4-ol,Cc1cc(O)c2cc(N(C)C)ccc2n1,0.158719585,4819,69.86%
"N-(3-((3-oxo-3,4-dihydroquinoxalin-1(2H)-yl)sulfonyl)phenyl)acetamide",CC(=O)Nc1cccc(S(=O)(=O)N2CC(=O)Nc3ccccc32)c1,0.158510259,4820,69.88%
"1-[2-(dimethylazaniumyl)ethyl]-3-(2,4-dimethyl-1,3-thiazole-5-carbonyl)-5-oxo-2-(4-prop-2-enoxyphenyl)-2H-pyrrol-4-olate",C=CCOc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN(C)C)cc1,0.158483285,4821,69.89%
4-(benzofuran-2-carbonyl)-3-hydroxy-5-phenyl-1-(thiazol-2-yl)-1H-pyrrol-2(5H)-one,O=C(C1=C(O)C(=O)N(c2nccs2)C1c1ccccc1)c1cc2ccccc2o1,0.158457671,4822,69.90%
N1-phenethyl-N2-(4-(pyrrolidin-1-yl)phenethyl)oxalamide,O=C(NCCc1ccccc1)C(=O)NCCc1ccc(N2CCCC2)cc1,0.158448844,4823,69.92%
1-(2-(dimethylamino)ethyl)-5-(2-fluorophenyl)-3-hydroxy-4-(7-methoxybenzofuran-2-carbonyl)-1H-pyrrol-2(5H)-one,COc1cccc2cc(C(=O)C3=C(O)C(=O)N(CCN(C)C)C3c3ccccc3F)oc12,0.158433642,4824,69.93%
"1-(4,6-dimethylbenzo[d]thiazol-2-yl)-5-(3-fluorophenyl)-4-(furan-2-carbonyl)-3-hydroxy-1H-pyrrol-2(5H)-one",Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3cccc(F)c3)sc2c1,0.158425196,4825,69.95%
2-oxo-2-(1-(2-oxo-2-(pyrrolidin-1-yl)ethyl)-1H-indol-3-yl)-N-pentylacetamide,CCCCCNC(=O)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,0.158354525,4826,69.96%
[4-Oxo-5-(5-phenyl-furan-2-ylmethylene)-2-thioxo-thiazolidin-3-yl]-acetic acid,O=C(O)CN1C(=O)/C(=C\c2ccc(-c3ccccc3)o2)SC1=S,0.158349972,4827,69.98%
"N',N'-dimethyl-N-(2-methyl-3-phenyl-5-propan-2-ylpyrazolo[1,5-a]pyrimidin-7-yl)ethane-1,2-diamine",Cc1nn2c(NCCN(C)C)cc(C(C)C)nc2c1-c1ccccc1,0.158338085,4828,69.99%
(E)-5-(2-chlorobenzylidene)-3-(3-oxo-3-(piperidin-1-yl)propyl)-2-thioxothiazolidin-4-one,O=C(CCN1C(=O)/C(=C\c2ccccc2Cl)SC1=S)N1CCCCC1,0.158266354,4829,70.01%
"8-(sec-butylamino)-1,3-dimethyl-7-phenethyl-1H-purine-2,6(3H,7H)-dione",CCC(C)Nc1nc2c(c(=O)n(C)c(=O)n2C)n1CCc1ccccc1,0.158253897,4830,70.02%
"2-cyclopentyl-N-{[5-(2,4-difluorophenyl)-1,2-oxazol-3-yl]methyl}acetamide",O=C(CC1CCCC1)NCc1cc(-c2ccc(F)cc2F)on1,0.158191534,4831,70.03%
"5-amino-1-(4-bromobenzyl)-N-(3-chlorophenyl)-1H-1,2,3-triazole-4-carboxamide",Nc1c(C(=O)Nc2cccc(Cl)c2)nnn1Cc1ccc(Br)cc1,0.158027152,4832,70.05%
1-(9H-carbazol-9-yl)-3-((3-(dimethylamino)propyl)amino)propan-2-ol oxalate,CN(C)CCCNCC(O)Cn1c2ccccc2c2ccccc21.O=C(O)C(=O)O,0.158024674,4833,70.06%
"7-(3-(allyloxy)-2-hydroxypropyl)-8-((2-(diethylamino)ethyl)amino)-3-methyl-1H-purine-2,6(3H,7H)-dione",C=CCOCC(O)Cn1c(NCCN(CC)CC)nc2c1c(=O)[nH]c(=O)n2C,0.157927027,4834,70.08%
"7-(2,3-dihydroxypropyl)-8-(isopropylamino)-3-methyl-1H-purine-2,6(3H,7H)-dione",CC(C)Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(O)CO,0.157666271,4835,70.09%
"7-(4-fluorobenzyl)-8-((3-methoxypropyl)amino)-3-methyl-1H-purine-2,6(3H,7H)-dione",COCCCNc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccc(F)cc1,0.15760249,4836,70.11%
"5-amino-1-benzyl-N-(2,4-dichlorophenyl)-1H-1,2,3-triazole-4-carboxamide",Nc1c(C(=O)Nc2ccc(Cl)cc2Cl)nnn1Cc1ccccc1,0.157579829,4837,70.12%
"2-(8-((2-hydroxyethyl)amino)-3,7-dimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-1-yl)acetamide",Cn1c(NCCO)nc2c1c(=O)n(CC(N)=O)c(=O)n2C,0.157497444,4838,70.14%
"6-({4-[2-(4-Chlorophenyl)acetyl]piperazin-1-yl}sulfonyl)-1-azatricyclo[6.3.1.0^{4,12}]dodeca-4(12),5,7-trien-11-one",O=C(Cc1ccc(Cl)cc1)N1CCN(S(=O)(=O)c2cc3c4c(c2)CCN4C(=O)CC3)CC1,0.157398661,4839,70.15%
2-oxo-2-[1-(2-oxo-2-piperidin-1-ylethyl)indol-3-yl]-N-(pyridin-3-ylmethyl)acetamide,O=C(NCc1cccnc1)C(=O)c1cn(CC(=O)N2CCCCC2)c2ccccc12,0.157334872,4840,70.17%
"N-[4-(2,3-dihydro-1H-indol-1-ylsulfonyl)phenyl]cyclopropanecarboxamide",O=C(Nc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1)C1CC1,0.157326527,4841,70.18%
"N-[(5-phenyl-1,2-oxazol-3-yl)methyl]cyclohexanecarboxamide",O=C(NCc1cc(-c2ccccc2)on1)C1CCCCC1,0.157308246,4842,70.19%
4-[(6-Amino-4-hydroxypyrimidin-2-ylthio)methyl]phenyl phenyl ketone,Nc1cc(O)nc(SCc2ccc(C(=O)c3ccccc3)cc2)n1,0.157183039,4843,70.21%
"1-(7-(2-chlorobenzyl)-1,3-dimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-8-yl)piperidine-4-carboxamide",Cn1c(=O)c2c(nc(N3CCC(C(N)=O)CC3)n2Cc2ccccc2Cl)n(C)c1=O,0.157096654,4844,70.22%
2-((1-(4-ethoxyphenyl)-1H-tetrazol-5-yl)thio)-N-(2-methoxyphenyl)propanamide,CCOc1ccc(-n2nnnc2SC(C)C(=O)Nc2ccccc2OC)cc1,0.157066784,4845,70.24%
"5-amino-N-(3,5-dimethoxyphenyl)-1-(2-methylbenzyl)-1H-1,2,3-triazole-4-carboxamide",COc1cc(NC(=O)c2nnn(Cc3ccccc3C)c2N)cc(OC)c1,0.157050324,4846,70.25%
"N,2-Dimethyl-N-(1-pyrazin-2-ylazetidin-3-yl)-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-amine",Cc1nc(N(C)C2CN(c3cnccn3)C2)c2c3c(sc2n1)CCCC3,0.156988363,4847,70.27%
"4-ethoxy-N-[4-(4-fluorophenyl)-1,3-thiazol-2-yl]benzamide",CCOc1ccc(C(=O)Nc2nc(-c3ccc(F)cc3)cs2)cc1,0.156941343,4848,70.28%
N-(4-bromophenyl)-4-fluoro-3-(piperidin-1-ylsulfonyl)benzamide,O=C(Nc1ccc(Br)cc1)c1ccc(F)c(S(=O)(=O)N2CCCCC2)c1,0.156783704,4849,70.30%
"methyl 4-(5-amino-1-(4-chlorobenzyl)-1H-1,2,3-triazole-4-carboxamido)benzoate",COC(=O)c1ccc(NC(=O)c2nnn(Cc3ccc(Cl)cc3)c2N)cc1,0.156722941,4850,70.31%
N-(cyclohexylcarbamothioyl)benzenesulfonamide,O=S(=O)(NC(=S)NC1CCCCC1)c1ccccc1,0.156696382,4851,70.32%
"5-methyl-N-(3-methylbutyl)-3-phenyl-2-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-7-amine",Cc1cc(NCCC(C)C)n2nc(C(F)(F)F)c(-c3ccccc3)c2n1,0.15662718,4852,70.34%
"N-(1-(3-(2,4-dimethylphenyl)-1H-pyrazole-5-carbonyl)piperidin-4-yl)cyclohexanecarboxamide",Cc1ccc(-c2cc(C(=O)N3CCC(NC(=O)C4CCCCC4)CC3)[nH]n2)c(C)c1,0.156537553,4853,70.35%
"N-(3-chloro-2-methylphenyl)-4-methyl-1,2,3-thiadiazole-5-carboxamide",Cc1nnsc1C(=O)Nc1cccc(Cl)c1C,0.156521345,4854,70.37%
"1-(3-(diethylamino)propyl)-5-(2,5-dimethoxyphenyl)-4-(furan-2-carbonyl)-3-hydroxy-1H-pyrrol-2(5H)-one",CCN(CC)CCCN1C(=O)C(O)=C(C(=O)c2ccco2)C1c1cc(OC)ccc1OC,0.15638822,4855,70.38%
"7-(2-methoxyethyl)-3-methyl-8-(4-(4-methylbenzyl)piperazin-1-yl)-1H-purine-2,6(3H,7H)-dione",COCCn1c(N2CCN(Cc3ccc(C)cc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.156246465,4856,70.40%
"5-amino-1-(4-bromobenzyl)-N-(5-chloro-2-methylphenyl)-1H-1,2,3-triazole-4-carboxamide",Cc1ccc(Cl)cc1NC(=O)c1nnn(Cc2ccc(Br)cc2)c1N,0.156244753,4857,70.41%
"4-(benzofuran-2-carbonyl)-1-(4,5-dimethylthiazol-2-yl)-3-hydroxy-5-phenyl-1H-pyrrol-2(5H)-one",Cc1nc(N2C(=O)C(O)=C(C(=O)c3cc4ccccc4o3)C2c2ccccc2)sc1C,0.15614578,4858,70.43%
(Z)-4-methyl-2-(4-oxo-5-(pyridin-3-ylmethylene)-2-thioxothiazolidin-3-yl)pentanoic acid,CC(C)CC(C(=O)O)N1C(=O)/C(=C/c2cccnc2)SC1=S,0.156051748,4859,70.44%
2-((6-((4-(2-methoxyphenyl)piperazin-1-yl)methyl)-4-oxo-4H-pyran-3-yl)oxy)acetonitrile,COc1ccccc1N1CCN(Cc2cc(=O)c(OCC#N)co2)CC1,0.15593728,4860,70.46%
"Furan-3-yl(1,2,3,4-tetrahydro-1,4-epiminonaphthalen-9-yl)methanone",O=C(c1ccoc1)N1C2CCC1c1ccccc12,0.155916848,4861,70.47%
"8-(4-(2,5-dimethylbenzyl)piperazin-1-yl)-7-isobutyl-3-methyl-1H-purine-2,6(3H,7H)-dione",Cc1ccc(C)c(CN2CCN(c3nc4c(c(=O)[nH]c(=O)n4C)n3CC(C)C)CC2)c1,0.155880107,4862,70.48%
"4-(4-benzyl-1-piperidinyl)-2-methyl-6,7-dihydro-5H-cyclopenta[4,5]thieno[2,3-d]pyrimidine",Cc1nc(N2CCC(Cc3ccccc3)CC2)c2c3c(sc2n1)CCC3,0.155842059,4863,70.50%
"4-{5-[(2-Phenylethyl)sulfanyl]-1,3,4-oxadiazol-2-yl}pyridine",c1ccc(CCSc2nnc(-c3ccncc3)o2)cc1,0.155786195,4864,70.51%
"N-(2-(4-(2-phenoxypropanoyl)piperazin-1-yl)ethyl)benzo[d][1,3]dioxole-5-carboxamide hydrochloride",CC(Oc1ccccc1)C(=O)N1CCN(CCNC(=O)c2ccc3c(c2)OCO3)CC1.Cl,0.155719549,4865,70.53%
"(Z)-2-((2-(4-bromobenzylidene)-3-oxo-2,3-dihydrobenzofuran-6-yl)oxy)propanoic acid",CC(Oc1ccc2c(c1)O/C(=C\c1ccc(Br)cc1)C2=O)C(=O)O,0.155482213,4866,70.54%
6-(5-(1-Acetyl-2-oxoindolin-3-ylidene)-4-oxo-2-thioxothiazolidin-3-yl)hexanoic acid,CC(=O)N1C(=O)/C(=C2\SC(=S)N(CCCCCC(=O)O)C2=O)c2ccccc21,0.155458963,4867,70.56%
N-benzyl-N-ethyl-2-oxo-2-(1-(2-oxo-2-(piperidin-1-yl)ethyl)-1H-indol-3-yl)acetamide,CCN(Cc1ccccc1)C(=O)C(=O)c1cn(CC(=O)N2CCCCC2)c2ccccc12,0.155334584,4868,70.57%
"2-[3-(4-fluorophenyl)-2-oxo-1,4-diazaspiro[4.6]undec-3-en-1-yl]-N-(2-methoxyphenyl)acetamide",COc1ccccc1NC(=O)CN1C(=O)C(c2ccc(F)cc2)=NC12CCCCCC2,0.155329942,4869,70.59%
"N-[3-(1H-1,3-benzodiazol-2-yl)phenyl]benzamide",O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccccc1,0.155310233,4870,70.60%
2-(1-adamantyl)ethanamine Hydrochloride,Cl.NCCC12CC3CC(CC(C3)C1)C2,0.155249542,4871,70.61%
"5-methyl-3-(4-methylphenyl)-N-(2-methylpropyl)pyrazolo[1,5-a]pyrimidin-7-amine",Cc1ccc(-c2cnn3c(NCC(C)C)cc(C)nc23)cc1,0.155148385,4872,70.63%
"(E)-ethyl 7-methyl-2-((5-methylfuran-2-yl)methylene)-3-oxo-5-(p-tolyl)-3,5-dihydro-2H-thiazolo[3,2-a]pyrimidine-6-carboxylate",CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(C)o3)c(=O)n2C1c1ccc(C)cc1,0.154916683,4873,70.64%
"Ethyl 6-{[4-(4-methylphenyl)piperazin-1-yl]methyl}-2-oxo-4-phenyl-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(CN2CCN(c3ccc(C)cc3)CC2)NC(=O)NC1c1ccccc1,0.154908772,4874,70.66%
"5-amino-N-(3,5-dimethoxyphenyl)-1-(4-methylbenzyl)-1H-1,2,3-triazole-4-carboxamide",COc1cc(NC(=O)c2nnn(Cc3ccc(C)cc3)c2N)cc(OC)c1,0.154852119,4875,70.67%
"2-(4-(1-(4-chlorophenyl)-4-(piperidin-1-yl)-1H-pyrazolo[3,4-d]pyrimidin-6-yl)piperazin-1-yl)ethanol",OCCN1CCN(c2nc(N3CCCCC3)c3cnn(-c4ccc(Cl)cc4)c3n2)CC1,0.154791068,4876,70.69%
(Z)-3-(4-(diethylamino)phenyl)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxothiazolidin-4-one,CCN(CC)c1ccc(N2C(=O)/C(=C/C=C/c3ccco3)SC2=S)cc1,0.154721344,4877,70.70%
1-Benzyl-3-((1-(4-chlorophenyl)-5-oxopyrrolidin-3-yl)methyl)urea,O=C(NCc1ccccc1)NCC1CC(=O)N(c2ccc(Cl)cc2)C1,0.154493453,4878,70.72%
"3-(8-((2-hydroxyethyl)amino)-3,7-dimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-1-yl)propanamide",Cn1c(NCCO)nc2c1c(=O)n(CCC(N)=O)c(=O)n2C,0.154352556,4879,70.73%
4-methyl-N-(1-(3-phenyl-1H-pyrazole-5-carbonyl)piperidin-4-yl)cyclohexanecarboxamide,CC1CCC(C(=O)NC2CCN(C(=O)c3cc(-c4ccccc4)n[nH]3)CC2)CC1,0.154243505,4880,70.75%
"4-(dibutylsulfamoyl)-N-(5-methyl-1,3,4-oxadiazol-2-yl)benzamide",CCCCN(CCCC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(C)o2)cc1,0.154151136,4881,70.76%
N-(cyclohexylcarbamothioyl)-4-ethylbenzenesulfonamide,CCc1ccc(S(=O)(=O)NC(=S)NC2CCCCC2)cc1,0.154004841,4882,70.77%
"N-phenethyl-6,7-dihydro-5H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-amine",c1ccc(CCNc2ncnc3sc4c(c23)CCC4)cc1,0.153902723,4883,70.79%
"3-Methyl-7-(3-methylbutyl)-8-[4-[(4-methylphenyl)methyl]piperazin-1-yl]purine-2,6-dione",Cc1ccc(CN2CCN(c3nc4c(c(=O)[nH]c(=O)n4C)n3CCC(C)C)CC2)cc1,0.15388466,4884,70.80%
"1-(4,5-dimethylthiazol-2-yl)-5-(4-fluorophenyl)-3-hydroxy-4-(thiophene-2-carbonyl)-1H-pyrrol-2(5H)-one",Cc1nc(N2C(=O)C(O)=C(C(=O)c3cccs3)C2c2ccc(F)cc2)sc1C,0.153854277,4885,70.82%
"Isopropyl 4-[4-(dimethylamino)phenyl]-1,6-dimethyl-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate",CC1=C(C(=O)OC(C)C)C(c2ccc(N(C)C)cc2)NC(=O)N1C,0.153738463,4886,70.83%
"Ethyl 6-[(4-carbamoylpiperidin-1-yl)methyl]-4-(4-ethylphenyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(CN2CCC(C(N)=O)CC2)NC(=O)NC1c1ccc(CC)cc1,0.153650157,4887,70.85%
"N-[4-(diethylamino)phenyl]-3,4-dimethoxybenzamide",CCN(CC)c1ccc(NC(=O)c2ccc(OC)c(OC)c2)cc1,0.15353949,4888,70.86%
"7-(4-Cyclopentylpiperazin-1-yl)-2,5-dimethyl-3-phenylpyrazolo[1,5-a]pyrimidine",Cc1cc(N2CCN(C3CCCC3)CC2)n2nc(C)c(-c3ccccc3)c2n1,0.153378369,4889,70.88%
"3-Methyl-7-(3-methylbutyl)-8-[4-[(2-methylphenyl)methyl]piperazin-1-yl]purine-2,6-dione",Cc1ccccc1CN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2CCC(C)C)CC1,0.153336664,4890,70.89%
1H-Benzimidazol-2-yl(phenyl)methanol,OC(c1ccccc1)c1nc2ccccc2[nH]1,0.153061499,4891,70.90%
"2-(3,7-dimethyl-2,6-dioxo-8-(pyrrolidin-1-yl)-2,3,6,7-tetrahydro-1H-purin-1-yl)acetamide",Cn1c(N2CCCC2)nc2c1c(=O)n(CC(N)=O)c(=O)n2C,0.153040393,4892,70.92%
5-Pregnen-3beta-ol-20-one,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0.152920781,4893,70.93%
"4-bromo-N-(thieno[2,3-d]pyrimidin-4-yl)benzamide",O=C(Nc1ncnc2sccc12)c1ccc(Br)cc1,0.152807853,4894,70.95%
"7-(4-chlorobenzyl)-3-methyl-8-(4-(2-methylallyl)piperazin-1-yl)-1H-purine-2,6(3H,7H)-dione",C=C(C)CN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccc(Cl)cc2)CC1,0.152786444,4895,70.96%
(3-(Azepan-1-ylsulfonyl)phenyl)(4-(4-fluorophenyl)piperazin-1-yl)methanone,O=C(c1cccc(S(=O)(=O)N2CCCCCC2)c1)N1CCN(c2ccc(F)cc2)CC1,0.152763753,4896,70.98%
"N-(3-(2-oxopiperidin-1-yl)phenyl)benzo[d][1,3]dioxole-5-carboxamide",O=C(Nc1cccc(N2CCCCC2=O)c1)c1ccc2c(c1)OCO2,0.152684528,4897,70.99%
"8-((2-ethylhexyl)amino)-7-(2-hydroxypropyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",CCCCC(CC)CNc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)O,0.15260915,4898,71.01%
N-(5-oxopyrrolidin-3-yl)-5-phenylisoxazole-3-carboxamide,O=C1CC(NC(=O)c2cc(-c3ccccc3)on2)CN1,0.152560573,4899,71.02%
"8-(Cyclopentylamino)-3-methyl-7-[(2-methylphenyl)methyl]purine-2,6-dione",Cc1ccccc1Cn1c(NC2CCCC2)nc2c1c(=O)[nH]c(=O)n2C,0.152533051,4900,71.04%
1-(3-(diethylamino)propyl)-4-(furan-2-carbonyl)-3-hydroxy-5-(3-propoxyphenyl)-1H-pyrrol-2(5H)-one,CCCOc1cccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2CCCN(CC)CC)c1,0.152374283,4901,71.05%
"6-(1,3-dioxobenzo[de]isoquinolin-2-yl)-N-(2-hydroxyethyl)hexanamide",O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NCCO,0.152319768,4902,71.06%
"N-{[5-(2-fluorophenyl)-1,2-oxazol-3-yl]methyl}-5-oxopyrrolidine-2-carboxamide",O=C1CCC(C(=O)NCc2cc(-c3ccccc3F)on2)N1,0.152263888,4903,71.08%
"1-(3-(diethylamino)propyl)-4-(2,4-dimethylthiazole-5-carbonyl)-3-hydroxy-5-(pyridin-3-yl)-1H-pyrrol-2(5H)-one",CCN(CC)CCCN1C(=O)C(O)=C(C(=O)c2sc(C)nc2C)C1c1cccnc1,0.152196479,4904,71.09%
"7-[(2,4-Dichlorophenyl)methyl]-3-methyl-8-(4-propanoylpiperazin-1-yl)purine-2,6-dione",CCC(=O)N1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccc(Cl)cc2Cl)CC1,0.15219263,4905,71.11%
"8-(cyclopentylamino)-3-methyl-7-(3-methylbenzyl)-1H-purine-2,6(3H,7H)-dione",Cc1cccc(Cn2c(NC3CCCC3)nc3c2c(=O)[nH]c(=O)n3C)c1,0.152162244,4906,71.12%
"2-(3-hydroxypropyl)-1H-benzo[de]isoquinoline-1,3(2H)-dione",O=C1c2cccc3cccc(c23)C(=O)N1CCCO,0.15213598,4907,71.14%
"8-(cyclohexylamino)-7-(2-methoxyethyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",COCCn1c(NC2CCCCC2)nc2c1c(=O)[nH]c(=O)n2C,0.15207355,4908,71.15%
N-[(4-methoxyphenyl)methyl]cyclobutanamine,COc1ccc(CNC2CCC2)cc1,0.151935089,4909,71.17%
"7-(2,3-dihydroxypropyl)-3-methyl-8-(4-methylpiperidin-1-yl)-1H-purine-2,6(3H,7H)-dione",CC1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2CC(O)CO)CC1,0.151909988,4910,71.18%
"4-[5-(2-methoxyethoxycarbonyl)-6-methyl-2-oxo-3,4-dihydro-1H-pyrimidin-4-yl]benzoic Acid",COCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(C(=O)O)cc1,0.151908753,4911,71.19%
"7-Benzyl-8-((2-hydroxyethyl)amino)-1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione",Cn1c(=O)c2c(nc(NCCO)n2Cc2ccccc2)n(C)c1=O,0.151769209,4912,71.21%
"2-[(2-Methyl-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4-yl)amino]butan-1-ol",CCC(CO)Nc1nc(C)nc2sc3c(c12)CCCC3,0.151745174,4913,71.22%
2-(1-(2-(diethylamino)-2-oxoethyl)-1H-indol-3-yl)-N-isopentyl-2-oxoacetamide,CCN(CC)C(=O)Cn1cc(C(=O)C(=O)NCCC(C)C)c2ccccc21,0.15165447,4914,71.24%
"2-[(4Z)-4-benzylidene-2,5-dioxoimidazolidin-1-yl]-N-(4-fluorophenyl)acetamide",O=C(CN1C(=O)N/C(=C\c2ccccc2)C1=O)Nc1ccc(F)cc1,0.151559028,4915,71.25%
"2-(4-Fluorophenyl)-2-oxoethyl 4-methyl-2-phenyl-1,3-thiazole-5-carboxylate",Cc1nc(-c2ccccc2)sc1C(=O)OCC(=O)c1ccc(F)cc1,0.151384223,4916,71.27%
"7-(2-hydroxypropyl)-8-((3-methoxypropyl)amino)-3-methyl-1H-purine-2,6(3H,7H)-dione",COCCCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)O,0.151259857,4917,71.28%
(3-(4-chlorophenyl)-1-phenyl-1H-pyrazol-4-yl)(piperidin-1-yl)methanone,O=C(c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1)N1CCCCC1,0.151192803,4918,71.30%
"7-[(2-Chlorophenyl)methyl]-3-methyl-8-[4-(2-methylpropyl)piperazin-1-yl]purine-2,6-dione",CC(C)CN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2Cl)CC1,0.151186797,4919,71.31%
Ethyl 4-[4-(phenylcarbamoyl)phenyl]sulfonylpiperazine-1-carboxylate,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(C(=O)Nc3ccccc3)cc2)CC1,0.151086246,4920,71.33%
"2-amino-N-cyclopentyl-1-(3-methoxypropyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",COCCCn1c(N)c(C(=O)NC2CCCC2)c2nc3ccccc3nc21,0.150867653,4921,71.34%
"N-[(furan-2-yl)methyl]-6-(4-methoxyphenyl)-3-methylimidazo[2,1-b][1,3]thiazole-2-carboxamide",COc1ccc(-c2cn3c(C)c(C(=O)NCc4ccco4)sc3n2)cc1,0.150564189,4922,71.35%
"Benzamide, N-[4-(1H-benzimidazol-2-yl)phenyl]-",O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1ccccc1,0.150434036,4923,71.37%
"8-(benzylamino)-1,3-dimethyl-7-(2-methylprop-2-en-1-yl)-3,7-dihydro-1H-purine-2,6-dione",C=C(C)Cn1c(NCc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,0.150414436,4924,71.38%
"1,3-dimethyl-7-(4-methylbenzyl)-1H-purine-2,6(3H,7H)-dione",Cc1ccc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,0.150277705,4925,71.40%
"7-isopentyl-3-methyl-8-(4-(3-methylbenzyl)piperazin-1-yl)-1H-purine-2,6(3H,7H)-dione",Cc1cccc(CN2CCN(c3nc4c(c(=O)[nH]c(=O)n4C)n3CCC(C)C)CC2)c1,0.150201791,4926,71.41%
"5-methyl-N-pentyl-3-phenyl-2-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-7-amine",CCCCCNc1cc(C)nc2c(-c3ccccc3)c(C(F)(F)F)nn12,0.150201315,4927,71.43%
"N-(adamantan-1-yl)-2,2-dimethylpropanamide",CC(C)(C)C(=O)NC12CC3CC(CC(C3)C1)C2,0.150130899,4928,71.44%
"3-(2,4-Dihydroxyphenyl)propanoic acid",O=C(O)CCc1ccc(O)cc1O,0.150087866,4929,71.46%
RPW-24,CC1=C(C=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N)Cl,0.150063301,4930,71.47%
N-(3-chlorobenzyl)-1-{[1-(4-methylphenyl)-5-oxopyrrolidin-3-yl]carbonyl}piperidine-4-carboxamide,Cc1ccc(N2CC(C(=O)N3CCC(C(=O)NCc4cccc(Cl)c4)CC3)CC2=O)cc1,0.149956933,4931,71.48%
"ethyl 5-hydroxy-1,2-dimethyl-4-((4-methylpiperazin-1-yl)methyl)-1H-indole-3-carboxylate 2,3-dihydroxysuccinate",CCOC(=O)c1c(C)n(C)c2ccc(O)c(CN3CCN(C)CC3)c12.O=C(O)C(O)C(O)C(=O)O,0.149825545,4932,71.50%
2-cyclopentyl-N-((5-phenylisoxazol-3-yl)methyl)acetamide,O=C(CC1CCCC1)NCc1cc(-c2ccccc2)on1,0.149634697,4933,71.51%
Ethyl 3-(adamantane-1-carbonylamino)-5-phenylthiophene-2-carboxylate,CCOC(=O)c1sc(-c2ccccc2)cc1NC(=O)C12CC3CC(CC(C3)C1)C2,0.149512023,4934,71.53%
